cf_id,contact_id,company_name,description,goal,pledged,outcome,currency,launch_date,end_date
260,3897,Barnett and Sons,Business-focused dynamic info-mediaries,26500.0,41205.0,successful,USD,1970-01-01 00:00:01.617685200,1970-01-01 00:00:01.639720800
1810,5663,Petersen-Rodriguez,Digitized clear-thinking installation,8500.0,14488.0,successful,EUR,1970-01-01 00:00:01.624856400,1970-01-01 00:00:01.637388000
1148,5900,King LLC,Multi-channeled local intranet,1400.0,3496.0,successful,USD,1970-01-01 00:00:01.610949600,1970-01-01 00:00:01.640930400
1586,5436,Case LLC,Ameliorated foreground methodology,195900.0,55757.0,failed,USD,1970-01-01 00:00:01.582869600,1970-01-01 00:00:01.614578400
1687,4676,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600.0,158669.0,successful,USD,1970-01-01 00:00:01.638511200,1970-01-01 00:00:01.640930400
2240,4349,"Smith, Scott and Rodriguez",Organic actuating protocol,94300.0,150806.0,successful,GBP,1970-01-01 00:00:01.587704400,1970-01-01 00:00:01.614146400
331,2552,Martinez Inc,Organic upward-trending Graphical User Interface,7500.0,5803.0,failed,USD,1970-01-01 00:00:01.593925200,1970-01-01 00:00:01.623128400
1330,4847,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400.0,13205.0,successful,USD,1970-01-01 00:00:01.604383200,1970-01-01 00:00:01.622696400
2940,1908,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900.0,55476.0,failed,USD,1970-01-01 00:00:01.617598800,1970-01-01 00:00:01.642572000
2047,5801,Patterson-Johnson,Grass-roots directional workforce,9500.0,5973.0,canceled,USD,1970-01-01 00:00:01.630299600,1970-01-01 00:00:01.638338400
536,1935,Carlson-Hernandez,Quality-focused real-time solution,59200.0,183756.0,successful,USD,1970-01-01 00:00:01.629522000,1970-01-01 00:00:01.643176800
238,2609,Parker PLC,Reduced interactive matrix,72100.0,30902.0,live,USD,1970-01-01 00:00:01.609826400,1970-01-01 00:00:01.626843600
546,6179,Williams-Ramirez,Open-architected 24/7 throughput,8500.0,6750.0,failed,USD,1970-01-01 00:00:01.610604000,1970-01-01 00:00:01.636002000
221,2917,Weaver Ltd,Monitored 24/7 approach,81600.0,9318.0,failed,USD,1970-01-01 00:00:01.586667600,1970-01-01 00:00:01.610604000
2938,3735,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800.0,19769.0,failed,USD,1970-01-01 00:00:01.604815200,1970-01-01 00:00:01.627102800
785,3838,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400.0,11277.0,successful,CHF,1970-01-01 00:00:01.620450000,1970-01-01 00:00:01.631682000
876,2480,Harris Inc,Future-proofed modular groupware,14900.0,32986.0,successful,USD,1970-01-01 00:00:01.591333200,1970-01-01 00:00:01.619067600
932,3431,Peters-Nelson,Distributed real-time algorithm,169400.0,81984.0,failed,CAD,1970-01-01 00:00:01.615784400,1970-01-01 00:00:01.633064400
2415,5188,Yang and Sons,Reactive 6thgeneration hub,121700.0,59003.0,failed,CHF,1970-01-01 00:00:01.619672400,1970-01-01 00:00:01.637474400
117,1631,Jensen-Brown,Fundamental disintermediate matrix,9100.0,7438.0,failed,USD,1970-01-01 00:00:01.617253200,1970-01-01 00:00:01.618117200
1244,4568,Murphy-Farrell,Implemented exuding software,9100.0,8906.0,failed,USD,1970-01-01 00:00:01.611381600,1970-01-01 00:00:01.618635600
564,1830,Everett-Wolfe,Total optimizing software,10000.0,7724.0,failed,USD,1970-01-01 00:00:01.607493600,1970-01-01 00:00:01.623646800
1255,3713,"York, Barr and Grant",Cloned bottom-line success,3100.0,1985.0,canceled,USD,1970-01-01 00:00:01.608530400,1970-01-01 00:00:01.614146400
578,5141,Brown and Sons,Programmable leadingedge budgetary management,27500.0,5593.0,failed,USD,1970-01-01 00:00:01.623128400,1970-01-01 00:00:01.641189600
418,3522,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800.0,175020.0,successful,EUR,1970-01-01 00:00:01.608530400,1970-01-01 00:00:01.639548000
1918,4721,Robinson-Kelly,Monitored bi-directional standardization,97600.0,119127.0,successful,USD,1970-01-01 00:00:01.598677200,1970-01-01 00:00:01.623646800
2837,3768,Kelly-Colon,Stand-alone grid-enabled leverage,197900.0,110689.0,failed,AUD,1970-01-01 00:00:01.631941200,1970-01-01 00:00:01.638252000
426,1495,Kelly PLC,Decentralized context-sensitive superstructure,184100.0,159037.0,failed,USD,1970-01-01 00:00:01.615442400,1970-01-01 00:00:01.625461200
2206,2462,Nguyen and Sons,Compatible 5thgeneration concept,5400.0,8109.0,successful,USD,1970-01-01 00:00:01.599973200,1970-01-01 00:00:01.613109600
2032,2280,Jones PLC,Virtual systemic intranet,2300.0,8244.0,successful,USD,1970-01-01 00:00:01.611986400,1970-01-01 00:00:01.617944400
865,6108,Lee-Cobb,Customizable homogeneous firmware,140000.0,94501.0,failed,CAD,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.641535200
31,2881,"Martin, Gates and Holt",Distributed holistic neural-net,1500.0,13980.0,successful,USD,1970-01-01 00:00:01.610344800,1970-01-01 00:00:01.618981200
1494,3801,Bradford-Silva,Reverse-engineered composite hierarchy,180400.0,115396.0,failed,USD,1970-01-01 00:00:01.602219600,1970-01-01 00:00:01.624683600
2570,4474,Mora-Bradley,Programmable tangible ability,9100.0,7656.0,failed,USD,1970-01-01 00:00:01.610172000,1970-01-01 00:00:01.627794000
314,5796,"Lopez, Reid and Johnson",Total real-time hardware,164100.0,96888.0,failed,USD,1970-01-01 00:00:01.616389200,1970-01-01 00:00:01.632114000
1769,5201,Mcclain LLC,Open-source multi-tasking methodology,52000.0,91014.0,successful,USD,1970-01-01 00:00:01.610863200,1970-01-01 00:00:01.631163600
1651,5946,Ortega LLC,Secured bifurcated intranet,1700.0,12020.0,successful,CHF,1970-01-01 00:00:01.618203600,1970-01-01 00:00:01.630990800
452,4508,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800.0,13954.0,successful,EUR,1970-01-01 00:00:01.642226400,1970-01-01 00:00:01.642658400
1808,5096,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300.0,6358.0,successful,USD,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.633669200
2288,5443,Anderson LLC,Customizable full-range artificial intelligence,6200.0,1260.0,failed,EUR,1970-01-01 00:00:01.589950800,1970-01-01 00:00:01.624424400
1855,2165,Garza-Bryant,Programmable leadingedge contingency,800.0,14725.0,successful,USD,1970-01-01 00:00:01.626411600,1970-01-01 00:00:01.637301600
2852,2190,"Tapia, Kramer and Hicks",Advanced modular moderator,2000.0,10353.0,successful,USD,1970-01-01 00:00:01.619672400,1970-01-01 00:00:01.629003600
2529,6191,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700.0,3227.0,canceled,DKK,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.625893200
2280,2003,Beck-Knight,Exclusive fresh-thinking model,4900.0,13250.0,successful,AUD,1970-01-01 00:00:01.605506400,1970-01-01 00:00:01.631595600
3150,5881,Mccoy Ltd,Business-focused encompassing intranet,8400.0,11261.0,successful,GBP,1970-01-01 00:00:01.603342800,1970-01-01 00:00:01.633928400
3081,2157,Johns-Thomas,Realigned web-enabled functionalities,54300.0,48227.0,canceled,USD,1970-01-01 00:00:01.606284000,1970-01-01 00:00:01.617771600
2560,2444,Stewart Inc,Versatile mission-critical knowledgebase,4200.0,735.0,failed,USD,1970-01-01 00:00:01.611468000,1970-01-01 00:00:01.618290000
2764,5995,Stone PLC,Exclusive 5thgeneration leverage,4200.0,13404.0,successful,USD,1970-01-01 00:00:01.626152400,1970-01-01 00:00:01.631854800
2762,6028,Garcia Group,Extended zero administration software,74700.0,1557.0,failed,USD,1970-01-01 00:00:01.616475600,1970-01-01 00:00:01.623819600
220,4033,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300.0,1592.0,failed,USD,1970-01-01 00:00:01.579068000,1970-01-01 00:00:01.612332000
285,1261,Garcia Ltd,Balanced mobile alliance,1200.0,14150.0,successful,USD,1970-01-01 00:00:01.594530000,1970-01-01 00:00:01.625893200
2244,2122,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900.0,504.0,failed,USD,1970-01-01 00:00:01.627362000,1970-01-01 00:00:01.631854800
2357,4506,Fitzgerald Group,Intuitive exuding initiative,2000.0,14240.0,successful,USD,1970-01-01 00:00:01.602478800,1970-01-01 00:00:01.638252000
2197,1375,Greer and Sons,Secured clear-thinking intranet,4900.0,11214.0,successful,USD,1970-01-01 00:00:01.614232800,1970-01-01 00:00:01.619586000
1496,1478,Lowery Group,Sharable motivating emulation,5800.0,5362.0,canceled,USD,1970-01-01 00:00:01.608789600,1970-01-01 00:00:01.630213200
501,1889,"Perez, Reed and Lee",Advanced dedicated encoding,70400.0,118603.0,successful,USD,1970-01-01 00:00:01.598936400,1970-01-01 00:00:01.625806800
632,5912,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500.0,7496.0,successful,DKK,1970-01-01 00:00:01.615957200,1970-01-01 00:00:01.628571600
1253,2537,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300.0,10037.0,successful,USD,1970-01-01 00:00:01.611381600,1970-01-01 00:00:01.636351200
2607,5238,Rowland PLC,Inverse client-driven product,5600.0,6338.0,successful,USD,1970-01-01 00:00:01.595394000,1970-01-01 00:00:01.626325200
2678,3558,Ramirez-Calderon,Fundamental zero tolerance alliance,4800.0,11088.0,successful,USD,1970-01-01 00:00:01.601528400,1970-01-01 00:00:01.628658000
627,2842,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300.0,11642.0,successful,EUR,1970-01-01 00:00:01.613541600,1970-01-01 00:00:01.622610000
2242,5318,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600.0,2769.0,canceled,USD,1970-01-01 00:00:01.593838800,1970-01-01 00:00:01.613282400
1210,4998,"Meza, Kirby and Patel",Cross-platform empowering project,53100.0,101185.0,successful,USD,1970-01-01 00:00:01.618203600,1970-01-01 00:00:01.618981200
1349,3244,Taylor-Rowe,Synchronized multimedia frame,110800.0,72623.0,failed,USD,1970-01-01 00:00:01.623128400,1970-01-01 00:00:01.637647200
1582,4643,Henderson Ltd,Open-architected stable algorithm,93800.0,45987.0,failed,USD,1970-01-01 00:00:01.606716000,1970-01-01 00:00:01.620363600
23,3790,Webb Group,Public-key actuating projection,108700.0,87293.0,failed,USD,1970-01-01 00:00:01.608271200,1970-01-01 00:00:01.615701600
2134,5686,Thomas Ltd,Cross-group interactive architecture,8700.0,4414.0,canceled,CHF,1970-01-01 00:00:01.636956000,1970-01-01 00:00:01.640498400
120,3339,Kennedy-Miller,Cross-platform composite migration,9000.0,3351.0,failed,USD,1970-01-01 00:00:01.583647200,1970-01-01 00:00:01.616648400
265,5585,White-Obrien,Operative local pricing structure,185900.0,56774.0,canceled,USD,1970-01-01 00:00:01.637906400,1970-01-01 00:00:01.640930400
127,1941,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000.0,680.0,failed,USD,1970-01-01 00:00:01.628744400,1970-01-01 00:00:01.633323600
2454,4620,Small-Fuentes,Seamless maximized product,3400.0,6408.0,successful,USD,1970-01-01 00:00:01.586581200,1970-01-01 00:00:01.611813600
662,4630,Reid-Day,Devolved tertiary time-frame,84500.0,73522.0,failed,GBP,1970-01-01 00:00:01.626152400,1970-01-01 00:00:01.630213200
2779,5122,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100.0,6527.0,successful,USD,1970-01-01 00:00:01.594962000,1970-01-01 00:00:01.626066000
906,6033,Walker-Taylor,Automated uniform concept,700.0,1848.0,successful,USD,1970-01-01 00:00:01.621918800,1970-01-01 00:00:01.631336400
1073,1873,Ball-Fisher,Multi-layered intangible instruction set,6400.0,12360.0,successful,USD,1970-01-01 00:00:01.597813200,1970-01-01 00:00:01.611813600
108,4158,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300.0,14150.0,successful,USD,1970-01-01 00:00:01.607234400,1970-01-01 00:00:01.614405600
2060,4391,Martinez LLC,Automated local secured line,700.0,7664.0,successful,USD,1970-01-01 00:00:01.636524000,1970-01-01 00:00:01.641967200
1171,5786,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800.0,12797.0,successful,USD,1970-01-01 00:00:01.611986400,1970-01-01 00:00:01.631595600
1097,4530,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100.0,4899.0,failed,USD,1970-01-01 00:00:01.613109600,1970-01-01 00:00:01.624942800
1307,4088,Baker-Higgins,Vision-oriented scalable portal,9600.0,4929.0,failed,USD,1970-01-01 00:00:01.608184800,1970-01-01 00:00:01.626411600
1300,3667,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,121600.0,1424.0,failed,USD,1970-01-01 00:00:01.632891600,1970-01-01 00:00:01.637474400
1199,6098,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,7300.0,11228.0,successful,USD,1970-01-01 00:00:01.623733200,1970-01-01 00:00:01.626757200
1889,3368,Jordan-Fischer,Vision-oriented high-level extranet,6400.0,8890.0,successful,USD,1970-01-01 00:00:01.616475600,1970-01-01 00:00:01.632373200
78,4455,Howell and Sons,Enhanced regional moderator,116300.0,116583.0,successful,USD,1970-01-01 00:00:01.620622800,1970-01-01 00:00:01.637301600
978,2456,Moses-Terry,Horizontal clear-thinking framework,23400.0,23956.0,successful,AUD,1970-01-01 00:00:01.617685200,1970-01-01 00:00:01.626757200
3130,3273,Martinez Ltd,Multi-layered upward-trending groupware,7300.0,2594.0,failed,USD,1970-01-01 00:00:01.604120400,1970-01-01 00:00:01.636696800
1229,6064,"Young, Ramsey and Powell",Devolved disintermediate analyzer,8800.0,9317.0,successful,USD,1970-01-01 00:00:01.608962400,1970-01-01 00:00:01.630990800
780,1729,Lewis and Sons,Profound disintermediate open system,3500.0,6560.0,successful,USD,1970-01-01 00:00:01.620795600,1970-01-01 00:00:01.628744400
3118,2810,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,81000.0,150515.0,successful,USD,1970-01-01 00:00:01.625115600,1970-01-01 00:00:01.634792400
1818,4497,"Wood, Buckley and Meza",Front-line web-enabled installation,7000.0,12939.0,successful,USD,1970-01-01 00:00:01.600837200,1970-01-01 00:00:01.619672400
2667,3390,Hansen-Austin,Adaptive demand-driven encryption,7700.0,6920.0,failed,USD,1970-01-01 00:00:01.589173200,1970-01-01 00:00:01.616043600
2818,1926,Santana-George,Re-engineered client-driven knowledge user,71500.0,194912.0,successful,USD,1970-01-01 00:00:01.615870800,1970-01-01 00:00:01.624683600
374,3173,Charles Inc,Implemented object-oriented synergy,81300.0,31665.0,failed,USD,1970-01-01 00:00:01.608789600,1970-01-01 00:00:01.639807200
1949,3333,White-Rosario,Balanced demand-driven definition,800.0,2960.0,successful,USD,1970-01-01 00:00:01.610949600,1970-01-01 00:00:01.632546000
3020,1531,Strickland Group,Horizontal secondary interface,170800.0,109374.0,failed,USD,1970-01-01 00:00:01.589691600,1970-01-01 00:00:01.619326800
749,4881,Lynch Ltd,Virtual analyzing collaboration,1800.0,2129.0,successful,USD,1970-01-01 00:00:01.591938000,1970-01-01 00:00:01.619758800
2390,1803,Cooper LLC,Multi-layered systematic knowledgebase,7800.0,2289.0,failed,USD,1970-01-01 00:00:01.615615200,1970-01-01 00:00:01.638943200
851,2321,Palmer Ltd,Reverse-engineered uniform knowledge user,5800.0,12174.0,successful,USD,1970-01-01 00:00:01.635224400,1970-01-01 00:00:01.636437600
3140,2338,Adams-Rollins,Integrated demand-driven info-mediaries,159800.0,11108.0,failed,USD,1970-01-01 00:00:01.616648400,1970-01-01 00:00:01.633323600
1505,2373,Berry-Cannon,Organized discrete encoding,8800.0,2437.0,failed,USD,1970-01-01 00:00:01.604988000,1970-01-01 00:00:01.615957200
1340,3574,Haynes PLC,Re-engineered clear-thinking project,7900.0,12955.0,successful,USD,1970-01-01 00:00:01.598677200,1970-01-01 00:00:01.633496400
167,2404,"White, Pena and Calhoun",Quality-focused asymmetric adapter,9100.0,1843.0,failed,USD,1970-01-01 00:00:01.605938400,1970-01-01 00:00:01.637215200
1571,5059,"Gates, Li and Thompson",Synchronized attitude-oriented frame,1800.0,8621.0,successful,CAD,1970-01-01 00:00:01.597813200,1970-01-01 00:00:01.619499600
1216,5466,King-Morris,Proactive incremental architecture,154500.0,30215.0,canceled,USD,1970-01-01 00:00:01.606456800,1970-01-01 00:00:01.624942800
2508,5427,"Ramirez, Padilla and Barrera",Diverse client-driven conglomeration,6400.0,3676.0,failed,GBP,1970-01-01 00:00:01.614319200,1970-01-01 00:00:01.619931600
316,1542,Fox Ltd,Extended multimedia firmware,35600.0,20915.0,failed,AUD,1970-01-01 00:00:01.605679200,1970-01-01 00:00:01.637042400
2606,3144,Wise and Sons,Sharable discrete definition,1700.0,4044.0,successful,USD,1970-01-01 00:00:01.594789200,1970-01-01 00:00:01.627534800
2402,2676,Butler-Barr,User-friendly next generation core,39400.0,192292.0,successful,EUR,1970-01-01 00:00:01.638943200,1970-01-01 00:00:01.641016800
761,3646,"Wilson, Jefferson and Anderson",Profit-focused empowering system engine,3000.0,6722.0,successful,USD,1970-01-01 00:00:01.608184800,1970-01-01 00:00:01.625288400
1724,1399,Davis-Gardner,Synergistic dynamic utilization,7200.0,3301.0,failed,USD,1970-01-01 00:00:01.587445200,1970-01-01 00:00:01.619240400
443,2058,Turner-Terrell,Polarized tertiary function,5500.0,11952.0,successful,GBP,1970-01-01 00:00:01.602651600,1970-01-01 00:00:01.622955600
974,1300,"Hall, Buchanan and Benton",Configurable fault-tolerant structure,3500.0,3930.0,successful,USD,1970-01-01 00:00:01.628139600,1970-01-01 00:00:01.641103200
534,2075,"Lowery, Hayden and Cruz",Digitized 24/7 budgetary management,7900.0,5729.0,failed,USD,1970-01-01 00:00:01.622696400,1970-01-01 00:00:01.623992400
2046,4768,Espinoza Group,Implemented tangible support,73000.0,175015.0,successful,USD,1970-01-01 00:00:01.611900000,1970-01-01 00:00:01.626411600
2614,3682,"Davis, Crawford and Lopez",Reactive radical framework,6200.0,11280.0,successful,USD,1970-01-01 00:00:01.608962400,1970-01-01 00:00:01.619067600
2652,5901,"Richards, Stevens and Fleming",Object-based full-range knowledge user,6100.0,10012.0,successful,USD,1970-01-01 00:00:01.613023200,1970-01-01 00:00:01.623560400
1303,3540,Brown Ltd,Enhanced composite contingency,103200.0,1690.0,failed,USD,1970-01-01 00:00:01.599541200,1970-01-01 00:00:01.610344800
333,2482,Luna-Horne,Profound exuding pricing structure,43000.0,5615.0,failed,USD,1970-01-01 00:00:01.589778000,1970-01-01 00:00:01.621227600
1722,2706,Allen Inc,Horizontal optimizing model,9600.0,6205.0,failed,AUD,1970-01-01 00:00:01.615701600,1970-01-01 00:00:01.624165200
878,6103,"Hall, Holmes and Walker",Public-key bandwidth-monitored intranet,153700.0,15238.0,failed,USD,1970-01-01 00:00:01.613541600,1970-01-01 00:00:01.622869200
2968,4708,Smith-Powell,Upgradable clear-thinking hardware,3600.0,961.0,failed,USD,1970-01-01 00:00:01.631163600,1970-01-01 00:00:01.634792400
513,2030,"Williams, Orozco and Gomez",Persistent content-based methodology,100.0,5.0,failed,USD,1970-01-01 00:00:01.619067600,1970-01-01 00:00:01.629435600
960,6122,Moss-Obrien,Function-based next generation emulation,700.0,7763.0,successful,USD,1970-01-01 00:00:01.618894800,1970-01-01 00:00:01.621054800
3149,3737,"Riley, Cohen and Goodman",Profound mission-critical function,9800.0,12434.0,successful,USD,1970-01-01 00:00:01.597640400,1970-01-01 00:00:01.617685200
2566,3396,"Peck, Higgins and Smith",Devolved disintermediate encryption,3700.0,13164.0,successful,USD,1970-01-01 00:00:01.587790800,1970-01-01 00:00:01.616907600
3087,2981,Davis and Sons,Seamless solution-oriented capacity,1700.0,13468.0,successful,USD,1970-01-01 00:00:01.602133200,1970-01-01 00:00:01.629694800
965,5036,Lopez-King,Multi-lateral radical solution,7900.0,8550.0,successful,USD,1970-01-01 00:00:01.619326800,1970-01-01 00:00:01.631336400
2019,5761,Glover-Nelson,Inverse context-sensitive info-mediaries,94900.0,57659.0,failed,USD,1970-01-01 00:00:01.618030800,1970-01-01 00:00:01.621314000
2494,5395,"Herrera, Bennett and Silva",Programmable multi-state algorithm,121100.0,26176.0,failed,USD,1970-01-01 00:00:01.596085200,1970-01-01 00:00:01.620104400
1498,2741,Ayala Group,Right-sized maximized migration,5400.0,8366.0,successful,USD,1970-01-01 00:00:01.595394000,1970-01-01 00:00:01.628312400
356,1675,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,4000.0,12886.0,successful,USD,1970-01-01 00:00:01.614492000,1970-01-01 00:00:01.628398800
488,1722,"Williams, Martin and Meyer",Innovative well-modulated capability,60200.0,86244.0,successful,GBP,1970-01-01 00:00:01.594962000,1970-01-01 00:00:01.614751200
2316,4587,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,6500.0,9910.0,successful,USD,1970-01-01 00:00:01.618376400,1970-01-01 00:00:01.622264400
2031,5784,Butler LLC,Future-proofed upward-trending migration,6600.0,4814.0,failed,USD,1970-01-01 00:00:01.634274000,1970-01-01 00:00:01.638252000
1627,1498,Ball LLC,Right-sized full-range throughput,7600.0,4603.0,canceled,EUR,1970-01-01 00:00:01.636174800,1970-01-01 00:00:01.639116000
1894,5889,"Ortiz, Coleman and Mitchell",Operative upward-trending algorithm,5200.0,1090.0,failed,GBP,1970-01-01 00:00:01.596171600,1970-01-01 00:00:01.620709200
1825,1663,Gray-Jenkins,Devolved next generation adapter,4500.0,14942.0,successful,GBP,1970-01-01 00:00:01.627016400,1970-01-01 00:00:01.631422800
1173,4002,Jackson PLC,Ergonomic 6thgeneration success,101000.0,87676.0,failed,EUR,1970-01-01 00:00:01.613887200,1970-01-01 00:00:01.637906400
1546,5336,Maldonado and Sons,Reverse-engineered asynchronous archive,9300.0,14025.0,successful,USD,1970-01-01 00:00:01.611640800,1970-01-01 00:00:01.639116000
682,5044,Sanchez LLC,Stand-alone system-worthy standardization,900.0,1017.0,successful,USD,1970-01-01 00:00:01.628226000,1970-01-01 00:00:01.630818000
2015,5300,Decker Inc,Universal encompassing implementation,1500.0,8929.0,successful,USD,1970-01-01 00:00:01.602651600,1970-01-01 00:00:01.627016400
283,5682,Clark and Sons,Reverse-engineered full-range Internet solution,5000.0,10748.0,successful,USD,1970-01-01 00:00:01.627362000,1970-01-01 00:00:01.635742800
2660,5493,Caldwell LLC,Secured executive concept,99500.0,89288.0,failed,CHF,1970-01-01 00:00:01.627016400,1970-01-01 00:00:01.627448400
321,6162,Bautista-Cross,Fully-configurable coherent Internet solution,5500.0,12274.0,successful,USD,1970-01-01 00:00:01.602997200,1970-01-01 00:00:01.620190800
1879,1665,Nixon Inc,Centralized national firmware,800.0,663.0,failed,USD,1970-01-01 00:00:01.599195600,1970-01-01 00:00:01.618549200
225,3411,Jackson Inc,Mandatory multi-tasking encryption,196900.0,199110.0,successful,USD,1970-01-01 00:00:01.607320800,1970-01-01 00:00:01.629522000
968,2467,Warren Ltd,Distributed system-worthy application,194500.0,41212.0,live,AUD,1970-01-01 00:00:01.623042000,1970-01-01 00:00:01.632200400
1257,4798,Brown-Mckee,Networked optimal productivity,1500.0,2708.0,successful,USD,1970-01-01 00:00:01.616475600,1970-01-01 00:00:01.641794400
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,91722.0,failed,USD,1970-01-01 00:00:01.605679200,1970-01-01 00:00:01.629090000
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900.0,12102.0,successful,USD,1970-01-01 00:00:01.623128400,1970-01-01 00:00:01.630731600
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100.0,11469.0,successful,USD,1970-01-01 00:00:01.612332000,1970-01-01 00:00:01.618030800
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,4126.0,successful,USD,1970-01-01 00:00:01.591246800,1970-01-01 00:00:01.618117200
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,2148.0,failed,GBP,1970-01-01 00:00:01.620018000,1970-01-01 00:00:01.643090400
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700.0,62330.0,successful,GBP,1970-01-01 00:00:01.609826400,1970-01-01 00:00:01.618722000
42,2690,Brown Group,Profit-focused transitional capability,6100.0,7548.0,successful,DKK,1970-01-01 00:00:01.606024800,1970-01-01 00:00:01.617685200
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,14394.0,successful,GBP,1970-01-01 00:00:01.625461200,1970-01-01 00:00:01.634274000
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.0,14324.0,successful,USD,1970-01-01 00:00:01.621054800,1970-01-01 00:00:01.638424800
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,167400.0,22073.0,failed,USD,1970-01-01 00:00:01.615356000,1970-01-01 00:00:01.617685200
2905,3895,Fleming-Oliver,Managed stable function,178200.0,24882.0,failed,USD,1970-01-01 00:00:01.612936800,1970-01-01 00:00:01.627275600
1405,3533,"Baker, Collins and Smith",Reactive real-time software,114400.0,196779.0,successful,USD,1970-01-01 00:00:01.631509200,1970-01-01 00:00:01.639634400
705,1890,Noble-Bailey,Customizable dynamic info-mediaries,800.0,3755.0,successful,USD,1970-01-01 00:00:01.593147600,1970-01-01 00:00:01.618981200
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism,39300.0,71583.0,successful,USD,1970-01-01 00:00:01.583215200,1970-01-01 00:00:01.615356000
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200.0,12129.0,successful,CAD,1970-01-01 00:00:01.588568400,1970-01-01 00:00:01.619672400
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset,134600.0,59007.0,failed,USD,1970-01-01 00:00:01.610690400,1970-01-01 00:00:01.615269600
1739,3429,Jackson PLC,Quality-focused client-server core,163700.0,93963.0,failed,CAD,1970-01-01 00:00:01.607493600,1970-01-01 00:00:01.617771600
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm,121400.0,65755.0,failed,USD,1970-01-01 00:00:01.591938000,1970-01-01 00:00:01.625806800
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300.0,5674.0,failed,USD,1970-01-01 00:00:01.613973600,1970-01-01 00:00:01.617253200
1929,2878,Hunt Group,Reverse-engineered executive emulation,163800.0,78743.0,failed,USD,1970-01-01 00:00:01.610085600,1970-01-01 00:00:01.618290000
699,4744,Mccann-Le,Focused coherent methodology,153600.0,107743.0,failed,USD,1970-01-01 00:00:01.612159200,1970-01-01 00:00:01.626757200
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection,84400.0,98935.0,successful,DKK,1970-01-01 00:00:01.602306000,1970-01-01 00:00:01.618722000
306,1376,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700.0,5107.0,successful,AUD,1970-01-01 00:00:01.616994000,1970-01-01 00:00:01.632891600
1165,5887,Powell and Sons,Centralized clear-thinking conglomeration,18900.0,60934.0,successful,USD,1970-01-01 00:00:01.602910800,1970-01-01 00:00:01.627707600
1956,5534,"Avery, Brown and Parker",Exclusive intangible extranet,7900.0,5113.0,failed,USD,1970-01-01 00:00:01.597122000,1970-01-01 00:00:01.624597200
1131,4619,Smith-Ramos,Persevering optimizing Graphical User Interface,140300.0,5112.0,failed,DKK,1970-01-01 00:00:01.600578000,1970-01-01 00:00:01.624770000
313,2913,Bailey and Sons,Grass-roots dynamic emulation,120700.0,57010.0,failed,GBP,1970-01-01 00:00:01.624078800,1970-01-01 00:00:01.641189600
